area_type,availability,location,bhk,total_sqft,bath,balcony,price,price_per_sqft
Super built-up  Area,19-Mar,Marenahalli,3,1865,4,2,140,7506.7
Super built-up  Area,Ready To Move,Hebbal Kempapura,2,1150,2,2,40,3478.26
Super built-up  Area,18-Aug,HAL 3rd Stage,2,1200,2,2,49,4083.33
Built-up  Area,Ready To Move,Kengeri,2,963,2,2,40,4153.69
Plot  Area,Ready To Move,Marsur,3,1200,3,1,120,10000
Super built-up  Area,Ready To Move,Basavangudi,4,2600,4,3,260,10000
Built-up  Area,Ready To Move,Kaikondrahalli,4,1700,4,0,108,6352.94
Super built-up  Area,Ready To Move,Lingadheeranahalli,3,1682,3,1,120,7134.36
Built-up  Area,Ready To Move,Yelahanka,3,1371,2,2,65,4741.06
Super built-up  Area,21-Mar,Hennur Road,2,901,2,1,49.5,5493.9
Plot  Area,Ready To Move,Vishwapriya Layout,7,600,7,0,73,12166.67
Super built-up  Area,Ready To Move,Ambalipura,3,1730,3,1,120,6936.42
Plot  Area,Ready To Move,Konanakunte,4,1200,4,0,125,10416.67
Super built-up  Area,Ready To Move,EPIP Zone,3,1500,3,3,102,6800
Super built-up  Area,Ready To Move,Sarjapur  Road,4,3785,6,0,280,7397.62
Built-up  Area,Ready To Move,Nagawara Junction,4,3500,4,2,245,7000
Carpet  Area,Ready To Move,Lingarajapuram,2,1203,2,1,59.86,4975.89
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2,1357,2,2,54,3979.37
Super built-up  Area,Ready To Move,Vasantha Vallabha Nagar,3,1600,3,2,76,4750
Built-up  Area,Ready To Move,Yelahanka New Town,1,350,1,1,13.5,3857.14
Super built-up  Area,Ready To Move,Varthur,3,1665,3,1,53,3183.18
Plot  Area,Ready To Move,Ramamurthy Nagar,3,1400,3,3,200,14285.71
Super built-up  Area,Ready To Move,Sarjapur  Road,1,835,1,1,46.95,5622.75
Plot  Area,Ready To Move,Chandra Layout,2,815,3,2,160,19631.9
Super built-up  Area,Ready To Move,Haralur Road,3,1444,2,1,80,5540.17
Super built-up  Area,Ready To Move,Kanakapura,2,1277,2,2,55,4306.97
Super built-up  Area,Ready To Move,Lingadheeranahalli,3,1521,3,1,94.71,6226.82
Super built-up  Area,Ready To Move,Maithri Layout,2,1134,2,1,40,3527.34
Super built-up  Area,Ready To Move,Vasanthapura,2,995,2,1,34.82,3499.5
Super built-up  Area,Ready To Move,Old Madras Road,3,2760,5,2,157,5688.41
Built-up  Area,Ready To Move,Marathahalli,2,1325,1,1,92,6943.4
Built-up  Area,Ready To Move,Kothanur,6,4000,6,0,150,3750
Built-up  Area,Ready To Move,Marathahalli,3,1525,3,2,90,5901.64
Super built-up  Area,18-Dec,Raja Rajeshwari Nagar 5th Stage,3,1320,2,2,73,5530.3
Super built-up  Area,Ready To Move,Electronics City Phase 1,1,650,1,1,23,3538.46
Built-up  Area,Ready To Move,Old Airport Road,3,1858,2,1,167,8988.16
Super built-up  Area,21-Aug,Electronic City,2,1150,2,1,38,3304.35
Super built-up  Area,Ready To Move,Electronic City Phase II,2,769,2,1,40,5201.56
Super built-up  Area,Ready To Move,Electronic City,3,1571,3,2,105,6683.64
Super built-up  Area,Ready To Move,Hennur Road,3,1445,3,1,86.56,5990.31
Super built-up  Area,Ready To Move,Hosur Road,3,1590,2,2,135,8490.57
Super built-up  Area,Ready To Move,Bommasandra,2,902,2,2,49,5432.37
Plot  Area,18-Mar,Sarjapur,3,2238,3,1,140,6255.59
Built-up  Area,18-Dec,Electronic City,2,1090,2,1,31.49,2888.99
Built-up  Area,Ready To Move,Yelahanka,3,1712,3,3,82,4789.72
Built-up  Area,Ready To Move,Haralur Road,2,1088,2,1,68,6250
Super built-up  Area,Ready To Move,Somasundara Palya,3,1575,3,3,63.1,4006.35
Plot  Area,Ready To Move,Nanjappa Garden,6,2150,6,3,205,9534.88
Super built-up  Area,Ready To Move,Kundalahalli,3,1920,3,2,150,7812.5
Plot  Area,Ready To Move,Margondanahalli,2,1000,2,0,57,5700
Super built-up  Area,18-Oct,Chennammana Kere,2,1100,2,2,56.1,5100
Super built-up  Area,Ready To Move,Electronic City,2,1089,2,2,45,4132.23
Built-up  Area,Ready To Move,Horamavu Agara,2,1106,2,1,43.09,3896.02
Super built-up  Area,18-Dec,Kengeri,2,927,2,2,37,3991.37
Super built-up  Area,Ready To Move,Kanakpura Road,2,1339,2,2,58,4331.59
Built-up  Area,21-Dec,Thanisandra,1,923,1,1,45.69,4950.16
Plot  Area,18-Aug,Sarjapur  Road,3,2900,3,2,285,9827.59
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,1175,2,2,75,6382.98
Built-up  Area,Ready To Move,Thubarahalli,2,975,2,1,55,5641.03
Super built-up  Area,Ready To Move,Hebbal,3,2400,4,1,180,7500
Super built-up  Area,Ready To Move,Subramanyapura,3,1330,3,2,72,5413.53
Super built-up  Area,20-Dec,Thanisandra,2,1183,2,1,59.74,5049.87
Super built-up  Area,Ready To Move,Harlur,3,1758,3,2,133,7565.42
Plot  Area,Ready To Move,Nagarbhavi,3,1200,3,2,265,22083.33
Super built-up  Area,19-Dec,Hebbal,3,1255,2,1,77.68,6189.64
Plot  Area,Ready To Move,Nagadevanahalli,3,600,4,2,110,18333.33
Built-up  Area,Ready To Move,Pai Layout,2,1100,2,2,50,4545.45
Super built-up  Area,18-Dec,Ramamurthy Nagar,2,1170,2,2,46.8,4000
Built-up  Area,Ready To Move,Vayunandana Layout,5,2400,5,2,120,5000
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,1530,3,3,51.77,3383.66
Built-up  Area,17-Dec,Hebbal,2,1420,2,2,107,7535.21
Plot  Area,Ready To Move,Geetanjali Layout,4,1200,4,2,300,25000
Plot  Area,Ready To Move,7th Phase JP Nagar,6,1045,6,3,160,15311
Super built-up  Area,19-Jan,Kanakpura Road,3,1591,3,1,115,7228.16
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1680,3,2,120,7142.86
Plot  Area,Ready To Move,Kenchenhalli,2,675,3,1,52,7703.7
Super built-up  Area,19-Dec,Hoodi,2,1055,2,1,57.63,5462.56
Super built-up  Area,Ready To Move,Iblur Village,3,1918,3,2,129,6725.76
Super built-up  Area,18-Jan,Sarjapur  Road,2,1280,2,1,76,5937.5
Super built-up  Area,Ready To Move,Nagarbhavi,3,1560,3,3,66,4230.77
Super built-up  Area,Ready To Move,Sarjapur  Road,2,1145,2,2,49.5,4323.14
Super built-up  Area,Ready To Move,Talaghattapura,3,2106,3,2,126,5982.91
Super built-up  Area,Ready To Move,"EPIP AREA, WHITEFIELD",3,1801,3,2,139,7717.93
Plot  Area,Ready To Move,Seegehalli,5,1200,5,3,120,10000
Super built-up  Area,Ready To Move,Rajaji Nagar,2,1718,3,2,288,16763.68
Super built-up  Area,20-Jun,Whitefield,3,1306,3,2,54.65,4184.53
Super built-up  Area,19-Jun,Hebbal,2,1320,2,1,92,6969.7
Built-up  Area,Ready To Move,1st Stage Domlur,3,1350,2,2,65,4814.81
Built-up  Area,Ready To Move,"RMV extension stage 2, rmv extension",4,2990,4,0,324,10836.12
Built-up  Area,Ready To Move,Kalyan nagar,4,3800,5,3,300,7894.74
Super built-up  Area,Ready To Move,Bannerghatta Road,3,1344,2,1,42,3125
Super built-up  Area,Ready To Move,Bannerghatta Road,3,1893,3,2,100,5282.62
Super built-up  Area,Ready To Move,Chandapura,3,1107,2,1,43,3884.37
Plot  Area,Ready To Move,R.T. Nagar,9,1200,10,0,180,15000
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,1190,2,1,75,6302.52
Built-up  Area,Ready To Move,Whitefield,2,1000,2,1,35,3500
Plot  Area,Ready To Move,Kalhalli,2,2400,2,1,160,6666.67
Super built-up  Area,Ready To Move,Kumaraswami Layout,2,1000,2,1,48.5,4850
Super built-up  Area,Ready To Move,Jalahalli,3,2113,3,2,155,7335.54
Built-up  Area,Ready To Move,KR Puram,2,1100,2,1,46,4181.82
Plot  Area,Ready To Move,Sector 2 HSR Layout,5,1200,4,1,160,13333.33
Super built-up  Area,Ready To Move,Harlur,4,1884,4,2,120,6369.43
Super built-up  Area,Ready To Move,Electronic City,2,1110,2,1,40,3603.6
Super built-up  Area,Ready To Move,Kudlu,2,1027,2,2,43,4186.95
Super built-up  Area,18-May,Tavarekere,3,1250,3,2,40,3200
Built-up  Area,Ready To Move,Sarjapur  Road,3,1470,3,0,62,4217.69
Built-up  Area,18-May,Kamakshipalya,2,1150,2,1,75,6521.74
Plot  Area,Ready To Move,Hadosiddapura,3,1200,3,2,165,13750
Super built-up  Area,18-Aug,Kudlu Gate,1,703,1,1,52,7396.87
Super built-up  Area,Ready To Move,Vijaya Bank Colony,3,1400,2,2,62,4428.57
Super built-up  Area,Ready To Move,Bellandur,2,1195,2,2,51,4267.78
Super built-up  Area,Ready To Move,Narayanapura,2,1302,2,1,69.1,5307.22
Super built-up  Area,19-Aug,Begur Road,3,1583,3,1,74.4,4699.94
Super built-up  Area,Ready To Move,Kumarapalli,3,1488,2,3,60,4032.26
Plot  Area,Ready To Move,Lakshmi Layout,4,600,5,2,85,14166.67
Super built-up  Area,18-Aug,Kammasandra,3,1385,2,2,34.63,2500.36
Super built-up  Area,Ready To Move,Whitefield,4,3262,4,2,260,7970.57
Built-up  Area,18-Jan,Electronic City,3,1600,3,2,104,6500
Super built-up  Area,Ready To Move,Old Airport Road,2,1150,2,1,90,7826.09
Plot  Area,Ready To Move,Lakkasandra,9,4500,9,0,166,3688.89
Super built-up  Area,Ready To Move,Sarjapur  Road,2,1263,2,1,78,6175.77
Plot  Area,Ready To Move,KR Puram,7,1200,8,2,110,9166.67
Super built-up  Area,20-May,Kanakpura Road,2,1299,2,2,85,6543.49
Super built-up  Area,Ready To Move,Banashankari,2,1330,2,1,78,5864.66
Super built-up  Area,18-Apr,Devanahalli,3,1282,2,2,52.43,4089.7
Built-up  Area,Ready To Move,"JP Nagar 8th Phase,",3,1853,3,2,82,4425.26
Super built-up  Area,Ready To Move,Kachanayakanahalli,2,861,2,1,35,4065.04
Built-up  Area,Ready To Move,Bannerghatta Road,3,1600,3,2,95,5937.5
Built-up  Area,Ready To Move,Nagaraja Garden,2,1256,2,1,62.8,5000
Super built-up  Area,Ready To Move,Tejaswini Nagar,3,1390,2,2,80,5755.4
Super built-up  Area,Ready To Move,Ashwath Nagar,3,1550,2,0,90,5806.45
Built-up  Area,Ready To Move,Hebbal,2,919,2,1,49,5331.88
Plot  Area,18-May,Margondanahalli,3,1625,3,0,80,4923.08
Super built-up  Area,Ready To Move,Gunjur,2,1195,2,2,44,3682.01
Super built-up  Area,Ready To Move,Domlur,6,2400,4,1,600,25000
Super built-up  Area,Ready To Move,Yelenahalli,2,1159,2,1,60,5176.88
Super built-up  Area,20-Jun,Whitefield,3,1386,3,1,57.46,4145.74
Super built-up  Area,Ready To Move,Harlur,2,1197,2,1,79,6599.83
Super built-up  Area,18-Dec,Old Airport Road,4,2690,4,3,191,7100.37
Super built-up  Area,18-May,Bommasandra,3,1295,2,1,50.28,3882.63
Built-up  Area,18-Jul,Huskur,3,1310,2,1,37.83,2887.79
Super built-up  Area,21-Dec,Whitefield,2,1132,2,1,79.28,7003.53
Built-up  Area,Ready To Move,6th block Koramangala,3,2350,3,2,400,17021.28
Plot  Area,Ready To Move,4th Block Koramangala,4,2400,4,0,500,20833.33
Super built-up  Area,19-Dec,Hebbal,3,1645,3,2,135,8206.69
Super built-up  Area,18-Nov,Whitefield,2,1200,2,1,45.84,3820
Plot  Area,Ready To Move,Whitefield,4,3000,4,0,330,11000
Super built-up  Area,Ready To Move,Marathahalli,3,1937,3,2,140,7227.67
Super built-up  Area,Ready To Move,Doddathoguru,2,1015,2,2,33.5,3300.49
Super built-up  Area,Ready To Move,Nagadevanahalli,2,1080,2,2,39,3611.11
Super built-up  Area,Ready To Move,Kathriguppe,3,1350,2,2,80.99,5999.26
Super built-up  Area,18-Aug,Kengeri Satellite Town,3,1149,2,2,29,2523.93
Super built-up  Area,Ready To Move,Kothanur,2,1185,2,2,59,4978.9
Super built-up  Area,Ready To Move,Domlur,3,1720,3,1,135,7848.84
Super built-up  Area,Ready To Move,Hebbal,3,2080,3,3,175,8413.46
Plot  Area,Ready To Move,Tindlu,3,1500,3,1,87,5800
Super built-up  Area,Ready To Move,Yelahanka,3,1566,3,2,97,6194.13
Super built-up  Area,Ready To Move,Rajaji Nagar,3,2386,3,0,334,13998.32
Plot  Area,Ready To Move,KSRTC Layout,4,1500,4,0,110,7333.33
Super built-up  Area,Ready To Move,KR Puram,2,1290,2,1,49.02,3800
Built-up  Area,20-Dec,"JP nagar 9th Phase,",3,1531,3,2,72,4702.81
Super built-up  Area,Ready To Move,Keshava Nagar,3,1839,3,3,165,8972.27
Plot  Area,Ready To Move,Dollars Layout,4,4200,4,1,760,18095.24
Super built-up  Area,18-May,Electronic City Phase II,3,1400,2,2,40.43,2887.86
Super built-up  Area,Ready To Move,Electronic City,2,550,1,1,15,2727.27
Super built-up  Area,Ready To Move,Whitefield,2,1140,2,2,39,3421.05
Super built-up  Area,21-Jun,Tumkur Road,3,1343.5,3,0,57.76,4299.22
Built-up  Area,Ready To Move,Banashankari Stage III,4,2000,4,0,100,5000
Built-up  Area,Ready To Move,Kaval Byrasandra,2,1100,2,1,46,4181.82
Built-up  Area,Ready To Move,Vignana Nagar,2,1200,2,2,55,4583.33
Super built-up  Area,18-Apr,Bannerghatta,3,1618,3,1,68,4202.72
Super built-up  Area,18-Oct,Whitefield,4,2830,5,2,160,5653.71
Super built-up  Area,Ready To Move,Uttarahalli,3,1315,2,2,74,5627.38
Super built-up  Area,Ready To Move,Anandapura,2,1141,2,1,42.75,3746.71
Super built-up  Area,Ready To Move,AECS Layout,2,1080,2,2,55,5092.59
Super built-up  Area,Ready To Move,HBR Layout,2,1200,2,2,60,5000
Super built-up  Area,Ready To Move,Varthur,2,1111,2,2,41.88,3769.58
Super built-up  Area,Ready To Move,NGR Layout,2,1022,2,1,45.9,4491.19
Super built-up  Area,Ready To Move,Bannerghatta Road,2,1275,2,2,65,5098.04
Super built-up  Area,Ready To Move,4th Block Jayanagar,2,900,2,1,70,7777.78
Super built-up  Area,Ready To Move,Rachenahalli,2,1224,2,3,39.2,3202.61
Super built-up  Area,Ready To Move,Battarahalli,2,1135,2,3,43,3788.55
Super built-up  Area,Ready To Move,Rachenahalli,2,1050,2,2,52.1,4961.9
Super built-up  Area,Ready To Move,Kudlu Gate,3,1535,3,2,86,5602.61
Super built-up  Area,17-Nov,Nagavarapalya,2,1392,2,1,130,9339.08
Super built-up  Area,Ready To Move,Bellandur,2,1050,2,2,72,6857.14
Super built-up  Area,19-Jun,Hosa Road,3,1513,3,1,103,6807.67
Super built-up  Area,Ready To Move,Gottigere,3,1621,3,3,72,4441.7
Super built-up  Area,Ready To Move,Bannerghatta Road,2,892,2,1,39,4372.2
Super built-up  Area,Ready To Move,Whitefield,2,1205,2,1,40,3319.5
Super built-up  Area,18-Dec,Hebbal,3,1355,3,2,83.87,6189.67
Plot  Area,Ready To Move,2nd Block Hrbr Layout,5,1250,5,0,300,24000
Plot  Area,Ready To Move,Kuvempu Nagar,7,1650,9,0,345,20909.09
Super built-up  Area,Ready To Move,Karnataka Shabarimala,4,1200,6,3,70,5833.33
Super built-up  Area,Ready To Move,Indira Nagar,2,1400,2,2,168,12000
Super built-up  Area,18-Nov,Kengeri,2,726,2,1,35,4820.94
Plot  Area,Ready To Move,Singena Agrahara,3,1500,3,2,149,9933.33
Super built-up  Area,Ready To Move,Hebbal,4,3895,4,2,405,10397.95
Super built-up  Area,18-Dec,Horamavu Agara,2,1079,2,2,41,3799.81
Super built-up  Area,Ready To Move,Begur Road,2,1170,2,2,46,3931.62
Super built-up  Area,Ready To Move,Doddathoguru,2,1104,2,2,39,3532.61
Super built-up  Area,Ready To Move,Kanakpura Road,2,950,2,1,45,4736.84
Built-up  Area,Ready To Move,Hormavu,4,4818,4,3,390,8094.65
Built-up  Area,Ready To Move,Canara Bank Colony,3,1650,2,1,52,3151.52
Super built-up  Area,21-May,Kogilu,3,1559,3,2,127,8146.25
Built-up  Area,Ready To Move,Hanumagiri,2,1100,2,1,38,3454.55
Super built-up  Area,Ready To Move,Benson Town,3,1750,3,3,150,8571.43
Super built-up  Area,18-Jul,Ramagondanahalli,2,1215,2,1,45.5,3744.86
Super built-up  Area,21-Feb,Talaghattapura,3,1868,3,1,135,7226.98
Built-up  Area,18-Dec,Electronic City,2,1130,2,1,32.63,2887.61
Super built-up  Area,Ready To Move,Kanakpura Road,3,1570,3,3,64.5,4108.28
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1691,3,1,98,5795.39
Built-up  Area,Ready To Move,Ardendale,5,4355,3,1,350,8036.74
Super built-up  Area,17-Oct,Hulimavu,2,1225,2,2,55,4489.8
Super built-up  Area,Ready To Move,JP Nagar,3,1690,3,2,112,6627.22
Super built-up  Area,Ready To Move,Thigalarapalya,2,1418,2,2,103,7263.75
Super built-up  Area,Ready To Move,Kasturi Nagar,4,1896,3,1,125,6592.83
Super built-up  Area,17-Sep,Sonnenahalli,1,605,1,1,40,6611.57
Plot  Area,Ready To Move,Begur Road,5,800,5,2,95,11875
Super built-up  Area,Ready To Move,Electronic City Phase II,2,900,2,2,32.5,3611.11
Plot  Area,Ready To Move,Cholanayakanahalli,1,750,2,0,50,6666.67
Plot  Area,Ready To Move,Hoodi,3,780,3,1,62,7948.72
Super built-up  Area,Ready To Move,Ananth Nagar,2,908,2,1,26,2863.44
Built-up  Area,18-May,Sarjapur  Road,4,3416.5,6,0,143,4185.57
Super built-up  Area,Ready To Move,Thanisandra,4,3216,4,1,226,7027.36
Plot  Area,Ready To Move,BEML Layout,5,2400,4,1,225,9375
Built-up  Area,Ready To Move,Iblur Village,2,1400,2,2,68,4857.14
Super built-up  Area,Ready To Move,Kudlu,2,1092,2,2,44,4029.3
Super built-up  Area,Ready To Move,Hulimavu,2,1255,2,2,74,5896.41
Built-up  Area,Ready To Move,Electronic City,3,1500,2,1,100,6666.67
Super built-up  Area,18-Feb,Thanisandra,2,1296,2,2,72,5555.56
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2,925,2,3,38,4108.11
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1023,2,2,42,4105.57
Built-up  Area,Ready To Move,Seshadripuram,2,600,3,2,75,12500
Super built-up  Area,18-May,Thanisandra,2,1020,2,1,44.5,4362.75
Super built-up  Area,17-Jul,Choodasandra,3,1530,3,2,77,5032.68
Super built-up  Area,Ready To Move,Gubbalala,3,1650,3,2,71,4303.03
Built-up  Area,Ready To Move,Vijaya Bank Layout,3,1605,2,3,85,5295.95
Super built-up  Area,Ready To Move,Hosakerehalli,2,1925,2,1,50,2597.4
Super built-up  Area,Ready To Move,Kogilu,2,1190,2,2,50.66,4257.14
Super built-up  Area,Ready To Move,Jakkur,3,1374,3,2,68,4949.05
Built-up  Area,Ready To Move,6th Phase JP Nagar,2,1140,2,2,65,5701.75
Super built-up  Area,Ready To Move,Green Glen Layout,3,1725,3,2,130,7536.23
Super built-up  Area,Ready To Move,Bisuvanahalli,3,1075,2,1,50,4651.16
Super built-up  Area,Ready To Move,Kannamangala,3,1574,3,1,93.34,5930.11
Built-up  Area,Ready To Move,Sanjay nagar,1,965,1,1,32,3316.06
Super built-up  Area,Ready To Move,Marathahalli,3,1550,3,2,83,5354.84
Super built-up  Area,Ready To Move,Akshayanagara West,2,1205,2,2,60,4979.25
Super built-up  Area,Ready To Move,Kambipura,3,1082,2,1,55,5083.18
Super built-up  Area,Ready To Move,Uttarahalli,3,1215,2,2,52.85,4349.79
Super built-up  Area,Ready To Move,Hebbal,4,2483,5,2,230,9262.99
Plot  Area,18-Jul,Prasanth Extension,2,1200,3,1,46.14,3845
Super built-up  Area,Ready To Move,Chikkathoguru,1,1500,1,1,19.5,1300
Plot  Area,18-May,1st Block Koramangala,4,2360,4,2,600,25423.73
Super built-up  Area,Ready To Move,Ardendale,4,3198,4,0,250,7817.39
Super built-up  Area,Ready To Move,Kanakpura Road,3,1452,3,3,60.98,4199.72
Super built-up  Area,18-Apr,Electronic City Phase II,3,1329,2,2,41,3085.03
Super built-up  Area,Ready To Move,Doctors Layout,2,1125,2,1,44,3911.11
Plot  Area,Ready To Move,Anand nagar,2,1200,2,0,70,5833.33
Built-up  Area,Ready To Move,Sarjapur  Road,3,1350,3,3,39.97,2960.74
Super built-up  Area,Ready To Move,Uttarahalli,3,1312.5,3,0,51.19,3900.19
Super built-up  Area,19-Oct,Hebbal,3,2600,3,2,195,7500
Plot  Area,Ready To Move,West of Chord Road,2,1200,2,1,160,13333.33
Built-up  Area,18-Dec,Electronic City Phase II,3,1220,3,1,35.23,2887.7
Super built-up  Area,Ready To Move,Pai Layout,2,1255,2,1,80,6374.5
Super built-up  Area,Ready To Move,Keshava Nagar,3,1904,3,3,155,8140.76
Super built-up  Area,Ready To Move,Somasundara Palya,2,1329,2,2,70,5267.12
Plot  Area,Ready To Move,Chandapura,2,1200,2,1,60,5000
Super built-up  Area,Ready To Move,Murugeshpalya,3,2135,3,2,160,7494.15
Super built-up  Area,Ready To Move,Ramakrishnappa Layout,3,2770,4,3,315,11371.84
Built-up  Area,19-Dec,"Hoodi Circle,",1,813,1,1,39,4797.05
Plot  Area,Ready To Move,Junnasandra,4,3884,4,3,240,6179.2
Plot  Area,Ready To Move,Doddaballapur,3,3876,3,1,300,7739.94
Super built-up  Area,Ready To Move,Kalena Agrahara,2,800,2,2,30,3750
Plot  Area,Ready To Move,Handenahalli,4,4750,2,1,120,2526.32
Super built-up  Area,Ready To Move,Hormavu,3,1500,3,3,70,4666.67
Super built-up  Area,Ready To Move,Bannerghatta Road,3,1880,3,2,95,5053.19
Super built-up  Area,Ready To Move,Electronic City,3,1440,2,2,55,3819.44
Super built-up  Area,Ready To Move,Akshaya Nagar,3,1575,3,0,90,5714.29
Super built-up  Area,Ready To Move,Banagiri Nagar,3,1630,2,2,97.78,5998.77
Super built-up  Area,Ready To Move,Yelahanka,3,1180,3,1,55,4661.02
Built-up  Area,Ready To Move,Nagadevanahalli,2,1090,2,1,36,3302.75
Super built-up  Area,Ready To Move,NGR Layout,2,1020,2,2,48.45,4750
Built-up  Area,Ready To Move,"Sarjapur Road,",4,2425,4,3,173,7134.02
Super built-up  Area,18-Mar,Varthur,2,1097,2,1,33.82,3082.95
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1070,2,1,50,4672.9
Super built-up  Area,Ready To Move,Kumaraswami Layout,2,1000,2,1,58,5800
Plot  Area,Ready To Move,Hoodi,8,1120,8,0,150,13392.86
Super built-up  Area,18-Apr,manyata tech park,2,1150,2,1,56,4869.57
Built-up  Area,Ready To Move,Frazer Town,3,1900,4,2,145,7631.58
Super built-up  Area,Ready To Move,Divya Unnathi Layout,2,1141,2,2,49,4294.48
Built-up  Area,Ready To Move,Jigani,2,937,2,1,44,4695.84
Built-up  Area,Ready To Move,Green Glen Layout,2,1075,2,1,60,5581.4
Super built-up  Area,18-Feb,Panathur,2,1000,2,1,65.3,6530
Super built-up  Area,Ready To Move,Kasavanhalli,3,1450,3,0,77.41,5338.62
Plot  Area,Ready To Move,Yelachenahalli,5,897,2,1,85,9476.03
Super built-up  Area,Ready To Move,Ashwathnagar,2,936,2,2,43,4594.02
Built-up  Area,Ready To Move,Gopalkrishna Nagar,2,1280,2,1,75,5859.38
Super built-up  Area,Ready To Move,Babusapalaya,2,1050,2,3,45,4285.71
Super built-up  Area,Ready To Move,Marathahalli,2,1350,2,1,86,6370.37
Super built-up  Area,Ready To Move,Mallasandra,2,1325,2,1,70,5283.02
Super built-up  Area,18-Apr,Devanahalli,2,1174,2,1,59,5025.55
Super built-up  Area,Ready To Move,Hosur Road,3,1890,3,2,162,8571.43
Super built-up  Area,Ready To Move,Wilson Garden,1,735,1,1,75,10204.08
Built-up  Area,Ready To Move,Sarvabhouma Nagar,1,500,1,0,24,4800
Super built-up  Area,Ready To Move,Gottigere,3,1304,3,3,80,6134.97
Built-up  Area,Ready To Move,Yelahanka,3,1653,3,2,120,7259.53
Super built-up  Area,Ready To Move,Bisuvanahalli,3,1075,2,1,52,4837.21
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,1212,3,1,42,3465.35
